0	那您在无锡有房产吗？	啊。	9
1	您好，我这边是做银行信用贷款和抵押贷款的，月息在6厘左右，请问您有资金需求吗？	你哪个银行贷款的？	5
2	是这样的，我们这边是专业办理银行信用贷款和抵押贷款的，您有资金需求吗？我给您简单介绍一下可以吧？	你这个怎么办呢？需要什么东西呀。	10
3	现在都很简单的，不管你是抵押还是信用贷款，您带好身份证到我们公司来，我们会有专门的客户经理帮您办的	嗯，你那个贷款得学多长时间能下来，快来了哟。	6
5	您好，我这边是做银行信用贷款和抵押贷款的，月息在6厘左右，请问您有资金需求吗？	那么高的就行。	4
6	每个贷款产品的利息和要求都不一样的，利息一般都是在6厘左右，具体利息还是要根据个人资质来定。	哎呀，你怎么这样呢。	10
7	谁都有急用钱的时候，提前了解一下这方面的信息也是好的嘛！	要什么资料呢。	10
9	谁都有急用钱的时候，提前了解一下这方面的信息也是好的嘛！	嗯，这样好是好，在一起太贵了。	4
15	您好，我这边是做银行信用贷款和抵押贷款的，月息在6厘左右，请问您有资金需求吗？	今晚怎么样弄啊。	10
19	要不这样吧，您来我们公司我们会有专业的客户经理给您做一下详细借款匹配计划，具体时间我让他打电话跟您约一下好吗？	这个有什么要求？没有什么条件吗？	10
20	现在都很简单的，不管你是抵押还是信用贷款，您带好身份证到我们公司来，我们会有专门的客户经理帮您办的	什么条件都行。	10
22	您好，我这边是做银行信用贷款和抵押贷款的，月息在6厘左右，请问您有资金需求吗？	嗯，怎么才能在我这边坐着不舒服？	10
26	要不这样吧，您来我们公司我们会有专业的客户经理给您做一下详细借款匹配计划，具体时间我让他打电话跟您约一下好吗？	下，那你能给我介绍个你给我介绍一下。	10
33	嗯，我这边没听清楚，您要么再说一遍？	说话。	9
34	您好，我这边是做银行信用贷款的，您资金方面有需求吗？	做。	9
35	那我简单问一下哦，您不要介意（停顿2秒）您目前是上班呢还是自己做生意的？	啊。	9
36	您好，我这边是做银行信用贷款的，请问您近期有资金需求吗？	谁呀。	5
39	是这样，我们这边是专业办理银行无抵押信用贷款的，您有资金需求吗？我给您简单介绍一下	怎么样啊。	5
48	您可以稍微了解下么，我们这边也都是正规银行的，下款非常快，而且额度高利息低。	你就知道。	4
55	额，是这样子的，我们这边都是正规银行的，下款速度快，贷款额度高而且利息低，您稍微了解下也是没有坏处的，您说对吧	打扫好了，我叫他给你打过去吧。	2
56	哦您在台州有房产吗?	哦，回头给你找邮箱，有事情做好了。	2
57	哦，那我这边先发个短信给你，您先做个了解，等您方便的时候我们可以联系的	嗯好啊。	2
71	稍等下，信号不好，您刚说的什么啊？	喂。	9
73	您好，我这边是做银行信用贷款的，请问您近期有资金需求吗？	啊。	9
75	您好，我这边是做银行信用贷款的，请问您近期有资金需求吗？	你现在银行贷款有没有利息呢。	4
107	稍等下，信号不好，您刚说的什么啊？	你什么银行？	5
108	是这样，我们这边是专业办理银行无抵押信用贷款的，您有资金需求吗？我给您简单介绍一下	你介绍一下。	10
